Hospital,Hospital type,Control type,IPPS Payment amount (unadjusted),Total Inpatient DaysOutpatient Visits: Total Hospital (S3_1_C8_14),S10 DATA: Cost of Uncompensated Care (S10_C1_30),"Donations, Land Improvements",REIMBURSEMENT SETTLEMENT: Payment to cost ratio,HAC reduction adjustment amount,HVBP payment adjustment amount,Total Salaries,State,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: Total Hospital,"ADJUSTED SALARIES, Subtotal Salaries",IPPS Interim payment,S10 DATA: Net Revenue from Medicaid (S10_C1_2),S10 DATA: Cost of charity care (S10_C3_23),NUMBER OF BEDS: ICU,BED DAYS: Total Hospital,Total Charges,Total Costs,S10 DATA: Total Bad Debt expense (S10_C1_26),REIMBURSEMENT SETTLEMENT: Interim payments,Total Inpatient DaysOutpatient Visits: Total Facility FTEs (S3_1_C9_27),Total Inpatient DaysOutpatient Visits: Total discharges (S3_1_C15_14),Medicare Inpatient DaysOutpatient Visits: Total Hospital (S3_1_C6_14),S10 DATA: Medicaid charges (S10_C1_6),S10 DATA: Cost To Charge Ratio (S10_C1_1),Total Liabilities,Fiscal Year Begin Date,Fiscal Year End Date,Beginning FFY
ALBANY MEDICAL CENTER HOSPITAL (330013),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,171244645.0,218231.0,9822383.0,,,1186026.0,-317337.0,282896647.0,NY,24179238.0,686.0,246595056.0,159926210.0,140556275.0,6241863.0,75.0,251076.0,2951253554.0,755102998.0,13761373.0,23484034.0,360.23,37475.0,60841.0,634319416.0,0.255858,607256418.0,2016-01-01 00:00:00,2016-12-31,2016
ALBANY MEMORIAL HOSPITAL (330003),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,8563894.0,11992.0,2878415.0,,,,10593.0,38275638.0,NY,7522174.0,73.0,30881948.0,7558774.0,7946169.0,88699.0,16.0,26718.0,291875592.0,76367499.0,10574210.0,7480768.0,,2564.0,4569.0,51244689.0,0.261644,12578639.0,2016-07-01 00:00:00,2017-06-30,2016
ALBERT EINSTEIN MEDICAL CENTER (390142),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,120871507.0,103861.0,14653261.0,,,933011.0,-241972.0,300954888.0,PA,26366967.0,407.0,239355391.0,119272643.0,239989937.0,88707.0,32.0,148555.0,3151259075.0,621114935.0,70749897.0,20672003.0,341.73,22699.0,24949.0,1120231834.0,0.197101,542346364.0,2016-07-01 00:00:00,2017-06-30,2016
ALBERT J SOLNIT CHILDRENS CENTER (074015),Psychiatric,Proprietary-Individual,,,,,,,,,CT,,,,,,,,,,,,,,,,,,,2016-06-17 00:00:00,2017-06-30,2016
ALEXANDRIA BEHAVORIAL HEALTH HSP (244012),Psychiatric,Governmental-State,,3419.0,,,,,,4353022.0,MN,,16.0,,,,,,5840.0,23933.0,5923519.0,,,,76.0,922.0,,,,2016-07-01 00:00:00,2017-06-30,2016
ALEXIAN BROTHERS BEHAVIORAL HEALTH (144031),Psychiatric,Voluntary Nonprofit-Church,,45983.0,,,,,,39189517.0,IL,673765.0,141.0,27955846.0,,,,,51465.0,154368110.0,56327036.0,,633312.0,,5775.0,15477.0,,,17545000.0,2016-07-01 00:00:00,2017-06-30,2016
ALEXIAN BROTHERS MEDICAL CENTER (140258),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,83001699.0,79188.0,4931662.0,,,,519038.0,142425312.0,IL,37265747.0,257.0,146782634.0,75418120.0,32195777.0,4172775.0,36.0,93805.0,2147490607.0,444081905.0,2770514.0,37241752.0,,16135.0,37080.0,217337370.0,0.206791,205194000.0,2016-07-01 00:00:00,2017-06-30,2016
ALFRED I DUPONT HOSP FOR CHILDREN (083300),Childrens,Voluntary Nonprofit-Other,,47325.0,,,,,,296567027.0,DE,272871.0,260.0,,,,,56.0,95160.0,1094727035.0,425010016.0,,218383.0,86.88,9690.0,197.0,,,58373820.0,2016-01-01 00:00:00,2016-12-31,2016
ALHAMBRA (054032),Psychiatric,Proprietary-Corporation,,32280.0,,,,,,12778200.0,CA,2256587.0,97.0,,,,,,35502.0,64057346.0,16650350.0,,2363727.0,,4958.0,3350.0,,,-463557.0,2016-02-01 00:00:00,2017-01-31,2016
ALHAMBRA HOSPITAL (050281),General Short Term (Acute Care Hospitals),Proprietary-Corporation,19123040.0,19822.0,1904771.0,,,,18055.0,39167128.0,CA,2885107.0,101.0,36731855.0,17265260.0,25376137.0,1437235.0,13.0,36865.0,519699611.0,82894660.0,2891420.0,2777727.0,,5277.0,7085.0,213847926.0,0.159505,81735429.0,2016-07-01 00:00:00,2017-06-30,2016
ALICE HYDE MEDICAL CENTER (330084),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,4703502.0,4425.0,920006.0,,,,30655.0,33169653.0,NY,4344291.0,76.0,21808267.0,4544066.0,8842269.0,73876.0,6.0,20747.0,125160155.0,50680981.0,2132051.0,4258089.0,,1340.0,1843.0,26315552.0,0.404929,50505284.0,2016-01-01 00:00:00,2016-09-30,2016
ALICE PECK DAY MEMORIAL HOSPITAL (301305),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,5482.0,1802329.0,,,,,30589934.0,NH,7592272.0,24.0,,,3638329.0,238676.0,,8784.0,83001024.0,50081557.0,2724705.0,6659148.0,,1161.0,3232.0,10455580.0,0.603385,26473105.0,2015-10-01 00:00:00,2016-09-30,2016
ALLE-KISKI MEDICAL CENTER (390032),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,11367684.0,17242.0,2094197.0,,,,-51480.0,37677515.0,PA,3730082.0,160.0,32337393.0,9578309.0,7277221.0,1206306.0,16.0,58400.0,426887074.0,100130802.0,3677410.0,3597698.0,,4696.0,4585.0,54939415.0,0.23456,94071244.0,2016-07-01 00:00:00,2017-06-30,2016
ALLEGAN GENERAL HOSPITAL (231328),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,2764.0,1293605.0,,,,,16428169.0,MI,4752972.0,25.0,13985584.0,,2966499.0,49142.0,,9150.0,87881356.0,39366110.0,3028636.0,4362547.0,,828.0,1253.0,16655404.0,0.447946,25468959.0,2016-01-01 00:00:00,2016-12-31,2016
ALLEGHANY MEMORIAL HOSPITAL (341320),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1936.0,754389.0,,,,,5368680.0,NC,1654522.0,25.0,,,1186077.0,69660.0,,9150.0,23863265.0,10470199.0,1597615.0,1857377.0,,410.0,1377.0,3249754.0,0.438758,5655263.0,2015-10-01 00:00:00,2016-09-30,2016
ALLEGHENY GENERAL HOSPITAL (390050),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,146633398.0,129051.0,10337538.0,,,1228979.0,-667579.0,187352843.0,PA,21886236.0,576.0,160581508.0,137429786.0,49753424.0,7943135.0,50.0,179532.0,2806471911.0,617704295.0,10352916.0,18260359.0,372.72,24155.0,31173.0,330468194.0,0.2201,434836233.0,2016-07-01 00:00:00,2017-06-30,2016
ALLEGIANCE BEHAVIORAL CTR OF PLAINVI (454101),Psychiatric,Proprietary-Corporation,,4183.0,6140.0,,,,,1999634.0,TX,985697.0,20.0,1999634.0,,,,,7300.0,15794370.0,5113964.0,,965984.0,,263.0,3888.0,,0.323784,2793954.0,2016-01-01 00:00:00,2016-12-31,2016
ALLEGIANCE HEALTH CTR OF RUSTON (194087),Psychiatric,Proprietary-Corporation,,7834.0,23316.0,,,,,2309461.0,LA,1348745.0,28.0,2309464.0,,,,,7840.0,25374386.0,5686569.0,,1321748.0,,563.0,5946.0,,0.224107,1875689.0,2016-01-01 00:00:00,2016-12-31,2016
ALLEGIANCE SPECIALTY HOSPITAL OF GRE (252013),General Long Term,Proprietary-Corporation,,8224.0,52063.0,,,,,4642149.0,MS,799701.0,39.0,4642149.0,,,,,14274.0,51763990.0,10637637.0,,783727.0,,443.0,7783.0,,0.205503,5300297.0,2015-11-01 00:00:00,2016-10-31,2016
ALLEN COUNTY REGIONAL HOSPITAL (171373),General Short Term (Critical Access Hospitals),Governmental-County,,3373.0,1080951.0,,,,,6977277.0,KS,2637644.0,25.0,,,1202149.0,97048.0,,9150.0,41347360.0,19329667.0,2196213.0,2660049.0,,529.0,2642.0,5342834.0,0.467495,3665395.0,2016-01-01 00:00:00,2016-12-31,2016
ALLEN MEMORIAL HOSPITAL (160110),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,31693268.0,33451.0,2429178.0,,,,43757.0,72937351.0,IA,18806065.0,187.0,60322106.0,27134852.0,13035956.0,1100628.0,19.0,68442.0,541136549.0,181703175.0,3953635.0,18452116.0,7.74,8780.0,11898.0,71103283.0,0.335781,122580175.0,2016-01-01 00:00:00,2016-12-31,2016
ALLEN PARISH HOSPITAL (190133),General Short Term (Acute Care Hospitals),Governmental-Hospital District,583061.0,1581.0,836282.0,,,,,6159399.0,LA,291554.0,25.0,3849197.0,691893.0,20279848.0,4148.0,,9125.0,26149059.0,10765471.0,2037046.0,285722.0,,338.0,691.0,9802856.0,0.411696,2459497.0,2016-07-01 00:00:00,2017-06-30,2016
ALLENDALE COUNTY HOSPITAL (421300),General Short Term (Critical Access Hospitals),Governmental-County,,2197.0,2683191.0,,,,,7356473.0,SC,878108.0,25.0,,,800917.0,394946.0,,9150.0,16869717.0,12126672.0,3281349.0,1004611.0,,188.0,646.0,2221248.0,0.718843,4038484.0,2015-10-01 00:00:00,2016-09-30,2016
ALLIANCE COMMUNITY HOSPITAL (360131),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,7930052.0,7853.0,3685071.0,,,,-28690.0,39999754.0,OH,5959290.0,61.0,31468559.0,6719275.0,8965962.0,2624902.0,12.0,27864.0,203138327.0,82792654.0,2664377.0,5972465.0,9.01,2368.0,3031.0,36923806.0,0.407568,53842376.0,2016-01-01 00:00:00,2016-12-31,2016
ALLIANCE HEALTH CENTER (250151),General Short Term (Acute Care Hospitals),Proprietary-Corporation,1917809.0,6855.0,254874.0,,,,1376.0,11091215.0,MS,452721.0,86.0,5554311.0,1780405.0,8337453.0,,,31476.0,72147546.0,20153337.0,837316.0,443656.0,,1146.0,2778.0,18439835.0,0.279335,47741843.0,2016-01-01 00:00:00,2016-12-31,2016
ALLIANCE HEALTH CLINTON (370029),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2903240.0,3522.0,1377359.0,,,,34060.0,7012375.0,OK,1783338.0,45.0,6833652.0,3104457.0,1906207.0,42830.0,4.0,16425.0,78537555.0,18547454.0,5584771.0,1746543.0,,1108.0,1523.0,14021219.0,0.23616,10816075.0,2016-04-01 00:00:00,2017-03-31,2016
ALLIANCE HEALTH SEMINOLE (370229),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2002649.0,2200.0,1237771.0,,,,9422.0,3810526.0,OK,1702554.0,32.0,4241882.0,2164884.0,1640040.0,4418.0,,11680.0,55124335.0,11365685.0,5827266.0,1667967.0,,610.0,1543.0,11206682.0,0.206183,9148945.0,2016-04-01 00:00:00,2017-03-31,2016
ALLIANCE HEALTHCARE SYSTEM (250012),General Short Term (Acute Care Hospitals),Proprietary-Corporation,963985.0,1680.0,3661805.0,,,,-3437.0,4665203.0,MS,266225.0,27.0,2666680.0,1008246.0,927879.0,245638.0,,9882.0,15061481.0,10391091.0,4955742.0,260903.0,,315.0,1232.0,921790.0,0.689912,14192812.0,2016-01-01 00:00:00,2016-12-31,2016
ALLIANCEHEALTH BLACKWELL (370030),General Short Term (Acute Care Hospitals),Proprietary-Corporation,255832.0,256.0,419914.0,,,3003.0,399.0,1355775.0,OK,266805.0,34.0,1549992.0,278566.0,202400.0,10964.0,,5270.0,12503895.0,3507397.0,1448640.0,261272.0,,88.0,175.0,1913968.0,0.280504,4020239.0,2016-04-01 00:00:00,2016-09-02,2016
ALLIANCEHEALTH DEACONESS (370032),General Short Term (Acute Care Hospitals),Proprietary-Corporation,20514471.0,22544.0,7927900.0,,,,44652.0,37146018.0,OK,9510642.0,213.0,36949622.0,18364022.0,8080180.0,432886.0,27.0,77958.0,745183787.0,95999167.0,57052578.0,9318348.0,,4701.0,8841.0,87512835.0,0.128826,72082068.0,2015-11-01 00:00:00,2016-10-31,2016
ALLIANCEHEALTH DURANT (370014),General Short Term (Acute Care Hospitals),Proprietary-Corporation,21278861.0,20462.0,5135880.0,,,,63306.0,22927009.0,OK,5825732.0,140.0,23118907.0,18321991.0,10352645.0,223008.0,8.0,51240.0,795631609.0,59187192.0,61828312.0,5885893.0,9.75,5432.0,10357.0,192375045.0,0.07439,-11534890.0,2015-10-01 00:00:00,2016-09-30,2016
ALLIANCEHEALTH MADILL (371326),General Short Term (Critical Access Hospitals),Proprietary-Corporation,,1434.0,1166578.0,,,,,3715721.0,OK,703952.0,21.0,,,616067.0,16888.0,,7665.0,32869526.0,8904141.0,4121162.0,1069723.0,,249.0,1190.0,5569431.0,0.270894,15088531.0,2016-04-01 00:00:00,2017-03-31,2016
ALLIANCEHEALTH MIDWEST (370094),General Short Term (Acute Care Hospitals),Proprietary-Corporation,30877173.0,37489.0,13185673.0,,,233447.0,-142259.0,42173816.0,OK,6713706.0,223.0,39709860.0,26697239.0,10562185.0,8409367.0,24.0,81395.0,1250867883.0,117666311.0,49464392.0,6978830.0,,8174.0,16024.0,188886942.0,0.094068,84477177.0,2016-07-01 00:00:00,2017-06-30,2016
ALLIANCEHEALTH PRYOR (370015),General Short Term (Acute Care Hospitals),Proprietary-Corporation,1985474.0,1246.0,1637983.0,,,13166.0,22485.0,6090094.0,OK,2492293.0,35.0,6167195.0,2145777.0,1376059.0,1000434.0,,13825.0,88585270.0,18096181.0,2981963.0,2441174.0,,562.0,738.0,11102705.0,0.20428,28504867.0,2016-04-01 00:00:00,2017-04-30,2016
ALLIANCEHEALTH WOODWARD (370002),General Short Term (Acute Care Hospitals),Proprietary-Corporation,4273758.0,5590.0,1943777.0,,,,25305.0,14703561.0,OK,3195609.0,40.0,11293008.0,4483944.0,2309784.0,705946.0,6.0,14600.0,184365345.0,32096578.0,6950066.0,3191995.0,,1368.0,2891.0,22228726.0,0.174092,24876327.0,2016-06-01 00:00:00,2017-05-31,2016
ALLIED SERVICES REHAB HOSPITAL (393030),Rehabilitation,Voluntary Nonprofit-Other,,16335.0,-9751.0,,,,,19084939.0,PA,4908.0,82.0,17705380.0,,,,,29930.0,67579791.0,35401697.0,,4809.0,,1397.0,11844.0,,0.52385,5233400.0,2016-07-01 00:00:00,2017-06-30,2016
ALLINA HEALTH FARIBAULT MEDICAL CTR (240071),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,4444757.0,4493.0,2336272.0,,,36610.0,42185.0,14685699.0,MN,3648842.0,26.0,13507334.0,4461026.0,1178244.0,308441.0,,9516.0,99746934.0,39251211.0,5155672.0,3573694.0,,1550.0,1676.0,4947829.0,0.393508,74122783.0,2016-01-01 00:00:00,2016-12-31,2016
ALTA BATES MEDICAL CENTER (050305),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,57327915.0,73223.0,5164504.0,,,146448.0,-333698.0,213754899.0,CA,33072705.0,337.0,202315243.0,54519456.0,68206052.0,2609845.0,30.0,123342.0,1876547225.0,549728452.0,8398831.0,33017531.0,,14475.0,14818.0,498227991.0,0.292947,70687315.0,2016-01-01 00:00:00,2016-12-31,2016
ALTA VIEW HOSPITAL (460044),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,4976664.0,10366.0,4332919.0,,,,-13735.0,26359623.0,UT,4789923.0,66.0,29639061.0,4561952.0,4780973.0,2132818.0,4.0,24156.0,233107000.0,76375928.0,6713514.0,4683946.0,,3150.0,1617.0,14836917.0,0.327643,-165651056.0,2016-01-01 00:00:00,2016-12-31,2016
ALTA VISTA REGIONAL HOSPITAL (320003),General Short Term (Acute Care Hospitals),Proprietary-Corporation,4722870.0,3646.0,912327.0,,,,28549.0,8867972.0,NM,2181377.0,46.0,8847212.0,5787127.0,5388744.0,530227.0,8.0,16790.0,164220252.0,21571995.0,2530901.0,2135852.0,,1007.0,1886.0,54954242.0,0.13136,-19444893.0,2016-09-01 00:00:00,2017-08-31,2016
ALTON MEMORIAL HOSPITAL (140002),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,23425375.0,23898.0,6090567.0,,,,157840.0,43617503.0,IL,12890031.0,132.0,40782612.0,20748150.0,8926003.0,4194500.0,12.0,48312.0,485104119.0,114995578.0,7384429.0,13067886.0,,6838.0,10778.0,80848205.0,0.237053,10167453.0,2016-01-01 00:00:00,2016-12-31,2016
ALTON MENTAL HEALTH CENTER (144016),Psychiatric,Governmental-State,,5487.0,,,,,,18503477.0,IL,27082.0,24.0,8368771.0,,,,,8760.0,441390.0,36553723.0,,-1119.0,,55.0,234.0,,82.815023,,2016-07-01 00:00:00,2017-06-30,2016
ALTOONA REGIONAL HEALTH SYSTEM (390073),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,69973951.0,90701.0,8432300.0,,,,-568336.0,134947380.0,PA,23223728.0,343.0,121140640.0,63918897.0,41376280.0,4539013.0,33.0,123772.0,1478508775.0,315431579.0,17177437.0,22084363.0,30.89,18524.0,29514.0,249126708.0,0.213344,13770786.0,2016-07-01 00:00:00,2017-06-30,2016
ALTRU HEALTH SYSTEM-ALTRU HOSPITAL (350019),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,64829390.0,55442.0,6519508.0,,,,151686.0,272155361.0,ND,43613054.0,253.0,153962804.0,60881873.0,46953363.0,1396594.0,16.0,92598.0,1199888434.0,367297142.0,16584609.0,43192652.0,31.11,13837.0,26238.0,112927880.0,0.306109,262658959.0,2016-01-01 00:00:00,2016-12-31,2016
ALTUS BAYTOWN HOSPITAL (670109),General Short Term (Acute Care Hospitals),Proprietary-Partnership,,,,,,,,,TX,,,,,,,,,,,,,,,,,,,2016-01-01 00:00:00,2016-12-31,2016
ALVARADO HOSPITAL MEDICAL CENTER (050757),General Short Term (Acute Care Hospitals),Proprietary-Corporation,29088212.0,24677.0,438813.0,,,,-23448.0,48328237.0,CA,4699748.0,254.0,46409437.0,26359928.0,19329004.0,73672.0,28.0,92964.0,569210737.0,113052651.0,1043262.0,4867863.0,,5486.0,7506.0,157914386.0,0.198613,142979075.0,2016-01-01 00:00:00,2016-12-31,2016
ALVARADO PARKWAY INSTITUTE (054075),Psychiatric,Proprietary-Corporation,,22347.0,,,,,,13681127.0,CA,7189689.0,66.0,,,,,,24156.0,85369716.0,22947034.0,,7794110.0,,2317.0,10456.0,,,8029771.0,2016-01-01 00:00:00,2016-12-31,2016
AMEND CENTERPOINT MEDICAL CENTER (260095),General Short Term (Acute Care Hospitals),Proprietary-Corporation,43718614.0,63984.0,19593963.0,,,,21268.0,71732208.0,MO,11813439.0,217.0,75363574.0,38514768.0,34940687.0,15531987.0,40.0,79205.0,1896906360.0,228469787.0,30886817.0,11758389.0,0.09,15404.0,20498.0,213294336.0,0.120443,166988124.0,2016-04-01 00:00:00,2017-03-31,2016
AMERICAN FORK HOSPITAL (460023),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,7354286.0,20769.0,4486711.0,,,,-25590.0,38395607.0,UT,5093918.0,91.0,43032550.0,6322264.0,8530326.0,2354049.0,18.0,33275.0,309668014.0,103890807.0,6355611.0,4987866.0,,6271.0,2426.0,24784911.0,0.335491,2357787.0,2016-01-01 00:00:00,2016-12-31,2016
AMERICAN ONCOLOGIC HOSPITAL (390196),Cancer (Acute Care Hospitals),Voluntary Nonprofit-Other,,22914.0,,,0.91,,,86347054.0,PA,54340351.0,100.0,,,,,8.0,36500.0,1609869315.0,264911480.0,,60871950.0,,4210.0,9043.0,,,136370161.0,2016-07-01 00:00:00,2017-06-30,2016
AMERY REGIONAL MEDICAL CENTER (521308),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,2465.0,1455375.0,,,,,18729433.0,WI,9123764.0,25.0,,,1943456.0,449233.0,,9150.0,79746529.0,45311022.0,1959594.0,10275426.0,,826.0,1484.0,5498902.0,0.568188,34202432.0,2016-01-01 00:00:00,2016-12-31,2016
ANAHEIM GLOBAL MEDICAL CENTER (050744),General Short Term (Acute Care Hospitals),Proprietary-Corporation,3216830.0,7871.0,1258499.0,,,26319.0,-12256.0,15301497.0,CA,1085995.0,103.0,11950862.0,2915690.0,9856417.0,76113.0,22.0,15759.0,116524993.0,30189299.0,4563256.0,1098723.0,,1105.0,687.0,55112523.0,0.25908,8423209.0,2016-04-01 00:00:00,2016-08-31,2016
ANAHEIM GLOBAL MEDICAL CENTER (050744),General Short Term (Acute Care Hospitals),Proprietary-Corporation,6548188.0,18466.0,2570067.0,,,4210.0,-25130.0,38337867.0,CA,2192406.0,103.0,30400174.0,6105555.0,26099573.0,366477.0,22.0,37595.0,291137004.0,77469716.0,8164669.0,2163978.0,,2652.0,1746.0,129918932.0,0.266094,10797070.0,2016-09-01 00:00:00,2017-08-31,2016
ANAHEIM REGIONAL MEDICAL CENTER (050226),General Short Term (Acute Care Hospitals),Proprietary-Corporation,34832998.0,49634.0,2322104.0,,,,-65902.0,80289409.0,CA,5759060.0,223.0,82907558.0,31812621.0,45220437.0,367347.0,32.0,81395.0,1351868043.0,188301119.0,11979486.0,5772108.0,,10698.0,13161.0,439399620.0,0.13929,26281594.0,2016-07-01 00:00:00,2017-06-30,2016
ANCORA PSYCHIATRIC HOSPITAL (314005),Psychiatric,Governmental-State,,143585.0,,,,,,91723142.0,NJ,4032839.0,515.0,90418800.0,,,,,187975.0,1389285.0,147241165.0,,1778547.0,,292.0,2718.0,,,,2016-07-01 00:00:00,2017-06-30,2016
ANDALUSIA REGIONAL HOSPITAL (010036),General Short Term (Acute Care Hospitals),Proprietary-Corporation,9478941.0,10986.0,1883247.0,,,,24177.0,12938560.0,AL,3860434.0,88.0,12014588.0,8092820.0,2879941.0,4978.0,8.0,32120.0,241547656.0,31688351.0,13377612.0,3971761.0,,3107.0,5647.0,39282868.0,0.131189,-20262213.0,2016-04-01 00:00:00,2017-03-31,2016
ANDERSON COUNTY HOSPITAL (171316),Critical Access Hospitals,Voluntary Nonprofit-Other,,1701.0,956576.0,,,,,9336746.0,KS,4537658.0,12.0,,,2084358.0,343872.0,,4392.0,32828481.0,24580352.0,1009878.0,4583931.0,,98.0,1545.0,3135181.0,0.748751,6009160.0,2016-01-01 00:00:00,2016-12-31,2016
ANDERSON HOSPITAL (140289),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,19379496.0,27905.0,4954982.0,,,,-76275.0,51603783.0,IL,7921569.0,130.0,53022015.0,16922476.0,8332999.0,3430850.0,24.0,47580.0,472330649.0,109823508.0,6234400.0,7946263.0,,8648.0,9519.0,15119088.0,0.232514,73634657.0,2016-01-01 00:00:00,2016-12-31,2016
ANDERSON REGIONAL MED CTR-SOUTH CAMP (250081),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2.0,5944.0,353077.0,,,,,7902389.0,MS,3219342.0,33.0,7596250.0,,1425979.0,100665.0,,12078.0,57995030.0,24896834.0,721177.0,3154803.0,,1.0,5105.0,5043716.0,0.429293,284079.0,2015-10-01 00:00:00,2016-09-30,2016
ANDROSCOGGIN VALLEY HOSPITAL (301310),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,4330.0,1445184.0,,,,,16984238.0,NH,6175118.0,25.0,,,3901260.0,711306.0,,6850.0,61427078.0,33929250.0,1475530.0,7120996.0,,1054.0,3033.0,8113885.0,0.55235,40785776.0,2016-01-01 00:00:00,2016-09-30,2016
ANGEL MEDICAL CENTER (341326),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,6999.0,5208375.0,,,,,15644517.0,NC,4138937.0,25.0,,,5825501.0,1943083.0,5.0,9150.0,169703774.0,53163414.0,11185309.0,4861115.0,,1963.0,3450.0,21762650.0,0.313272,14098332.0,2015-10-01 00:00:00,2016-09-30,2016
ANIMAS SURGICAL HOSPITAL (060117),General Short Term (Acute Care Hospitals),Proprietary-Partnership,3085352.0,978.0,444590.0,,,,14575.0,8098230.0,CO,3814730.0,12.0,7315002.0,2695562.0,1750879.0,125612.0,,4392.0,99924702.0,24436131.0,1304375.0,3739279.0,,512.0,551.0,11212257.0,0.244545,5626817.0,2016-01-01 00:00:00,2016-12-31,2016
ANMED HEALTH (420027),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,68836758.0,81289.0,30438292.0,,,,-31409.0,209377061.0,SC,31784310.0,359.0,134825367.0,61352187.0,36398571.0,14306873.0,25.0,131394.0,1885431734.0,322565351.0,91913862.0,31819725.0,34.13,18753.0,33053.0,205534017.0,0.171083,359906746.0,2016-01-01 00:00:00,2016-12-31,2016
ANMED HEALTH REHABILITATION HOSPITAL (423029),Rehabilitation,Proprietary-Partnership,,17656.0,,,,,,8806426.0,SC,,60.0,8747989.0,,,,,21960.0,35421798.0,15499626.0,,,,1471.0,14542.0,,,8900556.0,2016-01-01 00:00:00,2016-12-31,2016
ANN & ROBERT H. LURIE CHILDRENS HOS (143300),Childrens,Voluntary Nonprofit-Other,,79795.0,,,,,,330791894.0,IL,817561.0,240.0,,,,,40.0,102798.0,2119874120.0,574410990.0,,809205.0,239.99,12546.0,354.0,,,661389133.0,2016-09-01 00:00:00,2017-08-31,2016
ANNA JAQUES HOSPITAL (220029),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,22265060.0,22249.0,1554673.0,,,,25185.0,54876445.0,MA,14857719.0,120.0,53040449.0,19181993.0,14794160.0,702749.0,8.0,43920.0,249618350.0,116753860.0,2024653.0,14913155.0,,5470.0,8349.0,35071083.0,0.467729,74429106.0,2015-10-01 00:00:00,2016-09-30,2016
ANNANDALE BEHAVIORAL HEALTH HSP (244011),Psychiatric,Governmental-State,,3480.0,,,,,,4369416.0,MN,,16.0,,,,,,5840.0,24360.0,5547413.0,,,,58.0,1145.0,,,,2016-07-01 00:00:00,2017-06-30,2016
ANNE ARUNDEL MEDICAL CENTER INC. (210023),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,123288145.0,115624.0,14086695.0,,,,,199515728.0,MD,46642493.0,400.0,196823247.0,109357868.0,54820148.0,4019491.0,20.0,146000.0,609966130.0,453748396.0,13533171.0,74120610.0,,26363.0,49743.0,63030482.0,0.743891,476733000.0,2016-07-01 00:00:00,2017-06-30,2016
ANNE BATES LEACH EYE HOSPITAL (100240),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,396974.0,189.0,3726991.0,,,,,34514267.0,FL,20715392.0,56.0,30809255.0,365355.0,8057627.0,969313.0,,20440.0,553075591.0,109613123.0,13788011.0,20740223.0,22.15,59.0,64.0,62875435.0,0.198188,17587452.0,2016-06-01 00:00:00,2017-05-31,2016
ANNIE JEFFREY MEM. CNTY HLTH. CTR. (281314),General Short Term (Critical Access Hospitals),Governmental-County,,444.0,132631.0,,,,,2503956.0,NE,1498456.0,16.0,,,382656.0,84818.0,,5840.0,6601600.0,6189834.0,60151.0,1356673.0,,102.0,321.0,396245.0,0.937626,2944273.0,2016-07-01 00:00:00,2017-06-30,2016
ANOKA-METRO REGIONAL TREATMENT CTR. (244002),Psychiatric,Governmental-State,,34454.0,,,,,,40428634.0,MN,,110.0,,,,,,40150.0,172270.0,44272457.0,,,,267.0,2519.0,,,,2016-07-01 00:00:00,2017-06-30,2016
ANSON GENERAL HOSPITAL (450078),General Short Term (Acute Care Hospitals),Governmental-City-County,1718808.0,2019.0,113298.0,,,,,2946370.0,TX,130207.0,7.0,2597305.0,1895804.0,204708.0,49009.0,,2555.0,13441499.0,5516872.0,183684.0,123073.0,,325.0,1680.0,807583.0,0.410436,-131368.0,2016-04-01 00:00:00,2017-03-31,2016
