Hospital,Hospital type,Control type,HAC reduction adjustment amount,NUMBER OF BEDS: Adults & Pediatrics,IPPS Interim payment,HVBP payment adjustment amount,Number of Interns & Residents,Total Days Title XVIII,Fiscal Year Begin Date,Fiscal Year End Date,"Donations, Land Improvements",Total Days,Total Bad Debt expense,Urban (1) and Rural (2) Indicator,Cost of Uncompensated Care,Total cost of charity care,Total Salaries,NUMBER OF BEDS: ICU,REIMBURSEMENT SETTLEMENT: Interim payments,NUMBER OF BEDS: Total Hospital,IPPS Payment amount (unadjusted),Net Revenue from Medicaid,FTE Employees on Payroll,BED DAYS: Total Hospital,"ADJUSTED SALARIES, Subtotal Salaries",Total Charges,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,Medicaid charges,Cost To Charge Ratio,Total Costs,Total Liabilities,REIMBURSEMENT SETTLEMENT: Subtotal,State,Total discharges,Beginning FFY
ALASKA PSYCHIATRIC INSTITUTE (024002),Psychiatric,Governmental-Hospital District,,80.0,,,268.51,3345.0,2016-07-01 00:00:00,2017-06-30,,26599.0,,1.0,,,18650724.0,,21367.0,80.0,,,,29200.0,18576406.0,31001307.0,,,,35528737.0,,22872.0,AK,1429.0,2016
ALASKA REGIONAL HOSPITAL (020017),General Short Term (Acute Care Hospitals),Proprietary-Corporation,321565.0,127.0,39391363.0,139560.0,635.53,12206.0,2016-01-01 00:00:00,2016-12-31,,33507.0,10349594.0,1.0,6429851.0,4279621.0,64010999.0,24.0,6857657.0,164.0,43776407.0,43439001.0,,51538.0,65600699.0,947754317.0,,198045000.0,0.199695,189262069.0,-173574099.0,6901044.0,AK,6405.0,2016
ALASKA SPECIALTY HOSPITAL  LLC (022001),General Long Term,Proprietary-Partnership,,59.0,,,233.35,6527.0,2016-01-01 00:00:00,2016-12-31,,12744.0,,1.0,,,16141886.0,,,59.0,,,,21594.0,,78112713.0,,,,37065495.0,30204299.0,,AK,295.0,2016
ALBANY MEDICAL CENTER HOSPITAL (330013),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1186026.0,538.0,159926210.0,-317337.0,4793.9,60841.0,2016-01-01 00:00:00,2016-12-31,,218231.0,13761373.0,1.0,9822383.0,6241863.0,282896647.0,75.0,23484034.0,686.0,171244645.0,140556275.0,360.23,251076.0,246595056.0,2951253554.0,,634319416.0,0.255858,755102998.0,607256418.0,24179238.0,NY,37475.0,2016
ALBANY MEMORIAL HOSPITAL (330003),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,57.0,7558774.0,10593.0,566.2,4569.0,2016-07-01 00:00:00,2017-06-30,,11992.0,10574210.0,1.0,2878415.0,88699.0,38275638.0,16.0,7480768.0,73.0,8563894.0,7946169.0,,26718.0,30881948.0,291875592.0,,51244689.0,0.261644,76367499.0,12578639.0,7522174.0,NY,2564.0,2016
ALBERT EINSTEIN MEDICAL CENTER (390142),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,933011.0,336.0,119272643.0,-241972.0,4013.62,24949.0,2016-07-01 00:00:00,2017-06-30,,103861.0,70749897.0,1.0,14653261.0,88707.0,300954888.0,32.0,20672003.0,407.0,120871507.0,239989937.0,341.73,148555.0,239355391.0,3151259075.0,,1120231834.0,0.197101,621114935.0,542346364.0,26366967.0,PA,22699.0,2016
ALBERT J SOLNIT CHILDRENS CENTER (074015),Psychiatric,Proprietary-Individual,,,,,,,2016-06-17 00:00:00,2017-06-30,,,,,,,,,,,,,,,,,,,,,,,CT,,2016
ALEXANDRIA BEHAVORIAL HEALTH HSP (244012),Psychiatric,Governmental-State,,16.0,,,74.8,922.0,2016-07-01 00:00:00,2017-06-30,,3419.0,,2.0,,,4353022.0,,,16.0,,,,5840.0,,23933.0,,,,5923519.0,,,MN,76.0,2016
ALEXIAN BROTHERS BEHAVIORAL HEALTH (144031),Psychiatric,Voluntary Nonprofit-Church,,141.0,,,605.6,15477.0,2016-07-01 00:00:00,2017-06-30,,45983.0,,1.0,,,39189517.0,,633312.0,141.0,,,,51465.0,27955846.0,154368110.0,,,,56327036.0,17545000.0,673765.0,IL,5775.0,2016
ALEXIAN BROTHERS MEDICAL CENTER (140258),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,221.0,75418120.0,519038.0,2072.08,37080.0,2016-07-01 00:00:00,2017-06-30,,79188.0,2770514.0,1.0,4931662.0,4172775.0,142425312.0,36.0,37241752.0,257.0,83001699.0,32195777.0,,93805.0,146782634.0,2147490607.0,,217337370.0,0.206791,444081905.0,205194000.0,37265747.0,IL,16135.0,2016
ALFRED I DUPONT HOSP FOR CHILDREN (083300),Childrens,Voluntary Nonprofit-Other,,180.0,,,1741.32,197.0,2016-01-01 00:00:00,2016-12-31,,47325.0,,1.0,,,296567027.0,56.0,218383.0,260.0,,,86.88,95160.0,,1094727035.0,,,,425010016.0,58373820.0,272871.0,DE,9690.0,2016
ALHAMBRA (054032),Psychiatric,Proprietary-Corporation,,97.0,,,205.16,3350.0,2016-02-01 00:00:00,2017-01-31,,32280.0,,1.0,,,12778200.0,,2363727.0,97.0,,,,35502.0,,64057346.0,,,,16650350.0,-463557.0,2256587.0,CA,4958.0,2016
ALHAMBRA HOSPITAL (050281),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,88.0,17265260.0,18055.0,411.68,7085.0,2016-07-01 00:00:00,2017-06-30,,19822.0,2891420.0,1.0,1904771.0,1437235.0,39167128.0,13.0,2777727.0,101.0,19123040.0,25376137.0,,36865.0,36731855.0,519699611.0,,213847926.0,0.159505,82894660.0,81735429.0,2885107.0,CA,5277.0,2016
ALICE HYDE MEDICAL CENTER (330084),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,70.0,4544066.0,30655.0,492.0,1843.0,2016-01-01 00:00:00,2016-09-30,,4425.0,2132051.0,2.0,920006.0,73876.0,33169653.0,6.0,4258089.0,76.0,4703502.0,8842269.0,,20747.0,21808267.0,125160155.0,,26315552.0,0.404929,50680981.0,50505284.0,4344291.0,NY,1340.0,2016
ALICE PECK DAY MEMORIAL HOSPITAL (301305),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,24.0,,,398.67,3232.0,2015-10-01 00:00:00,2016-09-30,,5482.0,2724705.0,2.0,1802329.0,238676.0,30589934.0,,6659148.0,24.0,,3638329.0,,8784.0,,83001024.0,,10455580.0,0.603385,50081557.0,26473105.0,7592272.0,NH,1161.0,2016
ALLE-KISKI MEDICAL CENTER (390032),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,144.0,9578309.0,-51480.0,757.14,4585.0,2016-07-01 00:00:00,2017-06-30,,17242.0,3677410.0,1.0,2094197.0,1206306.0,37677515.0,16.0,3597698.0,160.0,11367684.0,7277221.0,,58400.0,32337393.0,426887074.0,,54939415.0,0.23456,100130802.0,94071244.0,3730082.0,PA,4696.0,2016
ALLEGAN GENERAL HOSPITAL (231328),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,25.0,,,251.41,1253.0,2016-01-01 00:00:00,2016-12-31,,2764.0,3028636.0,2.0,1293605.0,49142.0,16428169.0,,4362547.0,25.0,,2966499.0,,9150.0,13985584.0,87881356.0,,16655404.0,0.447946,39366110.0,25468959.0,4752972.0,MI,828.0,2016
ALLEGHANY MEMORIAL HOSPITAL (341320),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,25.0,,,113.77,1377.0,2015-10-01 00:00:00,2016-09-30,,1936.0,1597615.0,2.0,754389.0,69660.0,5368680.0,,1857377.0,25.0,,1186077.0,,9150.0,,23863265.0,,3249754.0,0.438758,10470199.0,5655263.0,1654522.0,NC,410.0,2016
ALLEGHENY GENERAL HOSPITAL (390050),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1228979.0,448.0,137429786.0,-667579.0,3455.92,31173.0,2016-07-01 00:00:00,2017-06-30,,129051.0,10352916.0,1.0,10337538.0,7943135.0,187352843.0,50.0,18260359.0,576.0,146633398.0,49753424.0,372.72,179532.0,160581508.0,2806471911.0,,330468194.0,0.2201,617704295.0,434836233.0,21886236.0,PA,24155.0,2016
ALLEGIANCE BEHAVIORAL CTR OF PLAINVI (454101),Psychiatric,Proprietary-Corporation,,20.0,,,86.58,3888.0,2016-01-01 00:00:00,2016-12-31,,4183.0,,2.0,6140.0,,1999634.0,,965984.0,20.0,,,,7300.0,1999634.0,15794370.0,,,0.323784,5113964.0,2793954.0,985697.0,TX,263.0,2016
ALLEGIANCE HEALTH CTR OF RUSTON (194087),Psychiatric,Proprietary-Corporation,,28.0,,,94.45,5946.0,2016-01-01 00:00:00,2016-12-31,,7834.0,,2.0,23316.0,,2309461.0,,1321748.0,28.0,,,,7840.0,2309464.0,25374386.0,,,0.224107,5686569.0,1875689.0,1348745.0,LA,563.0,2016
ALLEGIANCE SPECIALTY HOSPITAL OF GRE (252013),General Long Term,Proprietary-Corporation,,39.0,,,85.79,7783.0,2015-11-01 00:00:00,2016-10-31,,8224.0,,2.0,52063.0,,4642149.0,,783727.0,39.0,,,,14274.0,4642149.0,51763990.0,,,0.205503,10637637.0,5300297.0,799701.0,MS,443.0,2016
ALLEN COUNTY REGIONAL HOSPITAL (171373),General Short Term (Critical Access Hospitals),Governmental-County,,25.0,,,119.94,2642.0,2016-01-01 00:00:00,2016-12-31,,3373.0,2196213.0,2.0,1080951.0,97048.0,6977277.0,,2660049.0,25.0,,1202149.0,,9150.0,,41347360.0,,5342834.0,0.467495,19329667.0,3665395.0,2637644.0,KS,529.0,2016
ALLEN MEMORIAL HOSPITAL (160110),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,168.0,27134852.0,43757.0,1175.33,11898.0,2016-01-01 00:00:00,2016-12-31,,33451.0,3953635.0,1.0,2429178.0,1100628.0,72937351.0,19.0,18452116.0,187.0,31693268.0,13035956.0,7.74,68442.0,60322106.0,541136549.0,,71103283.0,0.335781,181703175.0,122580175.0,18806065.0,IA,8780.0,2016
ALLEN PARISH HOSPITAL (190133),General Short Term (Acute Care Hospitals),Governmental-Hospital District,,25.0,691893.0,,79.96,691.0,2016-07-01 00:00:00,2017-06-30,,1581.0,2037046.0,2.0,836282.0,4148.0,6159399.0,,285722.0,25.0,583061.0,20279848.0,,9125.0,3849197.0,26149059.0,,9802856.0,0.411696,10765471.0,2459497.0,291554.0,LA,338.0,2016
ALLENDALE COUNTY HOSPITAL (421300),General Short Term (Critical Access Hospitals),Governmental-County,,25.0,,,112.69,646.0,2015-10-01 00:00:00,2016-09-30,,2197.0,3281349.0,2.0,2683191.0,394946.0,7356473.0,,1004611.0,25.0,,800917.0,,9150.0,,16869717.0,,2221248.0,0.718843,12126672.0,4038484.0,878108.0,SC,188.0,2016
ALLIANCE COMMUNITY HOSPITAL (360131),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,49.0,6719275.0,-28690.0,609.55,3031.0,2016-01-01 00:00:00,2016-12-31,,7853.0,2664377.0,1.0,3685071.0,2624902.0,39999754.0,12.0,5972465.0,61.0,7930052.0,8965962.0,9.01,27864.0,31468559.0,203138327.0,,36923806.0,0.407568,82792654.0,53842376.0,5959290.0,OH,2368.0,2016
ALLIANCE HEALTH CENTER (250151),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,86.0,1780405.0,1376.0,,2778.0,2016-01-01 00:00:00,2016-12-31,,6855.0,837316.0,2.0,254874.0,,11091215.0,,443656.0,86.0,1917809.0,8337453.0,,31476.0,5554311.0,72147546.0,,18439835.0,0.279335,20153337.0,47741843.0,452721.0,MS,1146.0,2016
ALLIANCE HEALTH CLINTON (370029),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,41.0,3104457.0,34060.0,113.71,1523.0,2016-04-01 00:00:00,2017-03-31,,3522.0,5584771.0,2.0,1377359.0,42830.0,7012375.0,4.0,1746543.0,45.0,2903240.0,1906207.0,,16425.0,6833652.0,78537555.0,,14021219.0,0.23616,18547454.0,10816075.0,1783338.0,OK,1108.0,2016
ALLIANCE HEALTH SEMINOLE (370229),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,32.0,2164884.0,9422.0,67.34,1543.0,2016-04-01 00:00:00,2017-03-31,,2200.0,5827266.0,2.0,1237771.0,4418.0,3810526.0,,1667967.0,32.0,2002649.0,1640040.0,,11680.0,4241882.0,55124335.0,,11206682.0,0.206183,11365685.0,9148945.0,1702554.0,OK,610.0,2016
ALLIANCE HEALTHCARE SYSTEM (250012),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,27.0,1008246.0,-3437.0,73.72,1232.0,2016-01-01 00:00:00,2016-12-31,,1680.0,4955742.0,1.0,3661805.0,245638.0,4665203.0,,260903.0,27.0,963985.0,927879.0,,9882.0,2666680.0,15061481.0,,921790.0,0.689912,10391091.0,14192812.0,266225.0,MS,315.0,2016
ALLIANCEHEALTH BLACKWELL (370030),General Short Term (Acute Care Hospitals),Proprietary-Corporation,3003.0,34.0,278566.0,399.0,21.61,175.0,2016-04-01 00:00:00,2016-09-02,,256.0,1448640.0,2.0,419914.0,10964.0,1355775.0,,261272.0,34.0,255832.0,202400.0,,5270.0,1549992.0,12503895.0,,1913968.0,0.280504,3507397.0,4020239.0,266805.0,OK,88.0,2016
ALLIANCEHEALTH DEACONESS (370032),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,186.0,18364022.0,44652.0,574.74,8841.0,2015-11-01 00:00:00,2016-10-31,,22544.0,57052578.0,1.0,7927900.0,432886.0,37146018.0,27.0,9318348.0,213.0,20514471.0,8080180.0,,77958.0,36949622.0,745183787.0,,87512835.0,0.128826,95999167.0,72082068.0,9510642.0,OK,4701.0,2016
ALLIANCEHEALTH DURANT (370014),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,132.0,18321991.0,63306.0,369.9,10357.0,2015-10-01 00:00:00,2016-09-30,,20462.0,61828312.0,2.0,5135880.0,223008.0,22927009.0,8.0,5885893.0,140.0,21278861.0,10352645.0,9.75,51240.0,23118907.0,795631609.0,,192375045.0,0.07439,59187192.0,-11534890.0,5825732.0,OK,5432.0,2016
ALLIANCEHEALTH MADILL (371326),General Short Term (Critical Access Hospitals),Proprietary-Corporation,,21.0,,,63.78,1190.0,2016-04-01 00:00:00,2017-03-31,,1434.0,4121162.0,2.0,1166578.0,16888.0,3715721.0,,1069723.0,21.0,,616067.0,,7665.0,,32869526.0,,5569431.0,0.270894,8904141.0,15088531.0,703952.0,OK,249.0,2016
ALLIANCEHEALTH MIDWEST (370094),General Short Term (Acute Care Hospitals),Proprietary-Corporation,233447.0,199.0,26697239.0,-142259.0,672.46,16024.0,2016-07-01 00:00:00,2017-06-30,,37489.0,49464392.0,1.0,13185673.0,8409367.0,42173816.0,24.0,6978830.0,223.0,30877173.0,10562185.0,,81395.0,39709860.0,1250867883.0,,188886942.0,0.094068,117666311.0,84477177.0,6713706.0,OK,8174.0,2016
ALLIANCEHEALTH PRYOR (370015),General Short Term (Acute Care Hospitals),Proprietary-Corporation,13166.0,35.0,2145777.0,22485.0,91.74,738.0,2016-04-01 00:00:00,2017-04-30,,1246.0,2981963.0,2.0,1637983.0,1000434.0,6090094.0,,2441174.0,35.0,1985474.0,1376059.0,,13825.0,6167195.0,88585270.0,,11102705.0,0.20428,18096181.0,28504867.0,2492293.0,OK,562.0,2016
ALLIANCEHEALTH WOODWARD (370002),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,34.0,4483944.0,25305.0,217.74,2891.0,2016-06-01 00:00:00,2017-05-31,,5590.0,6950066.0,2.0,1943777.0,705946.0,14703561.0,6.0,3191995.0,40.0,4273758.0,2309784.0,,14600.0,11293008.0,184365345.0,,22228726.0,0.174092,32096578.0,24876327.0,3195609.0,OK,1368.0,2016
ALLIED SERVICES REHAB HOSPITAL (393030),Rehabilitation,Voluntary Nonprofit-Other,,82.0,,,309.02,11844.0,2016-07-01 00:00:00,2017-06-30,,16335.0,,1.0,-9751.0,,19084939.0,,4809.0,82.0,,,,29930.0,17705380.0,67579791.0,,,0.52385,35401697.0,5233400.0,4908.0,PA,1397.0,2016
ALLINA HEALTH FARIBAULT MEDICAL CTR (240071),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,36610.0,26.0,4461026.0,42185.0,200.52,1676.0,2016-01-01 00:00:00,2016-12-31,,4493.0,5155672.0,2.0,2336272.0,308441.0,14685699.0,,3573694.0,26.0,4444757.0,1178244.0,,9516.0,13507334.0,99746934.0,,4947829.0,0.393508,39251211.0,74122783.0,3648842.0,MN,1550.0,2016
ALTA BATES MEDICAL CENTER (050305),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,146448.0,252.0,54519456.0,-333698.0,1740.06,14818.0,2016-01-01 00:00:00,2016-12-31,,73223.0,8398831.0,1.0,5164504.0,2609845.0,213754899.0,30.0,33017531.0,337.0,57327915.0,68206052.0,,123342.0,202315243.0,1876547225.0,,498227991.0,0.292947,549728452.0,70687315.0,33072705.0,CA,14475.0,2016
ALTA VIEW HOSPITAL (460044),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,62.0,4561952.0,-13735.0,436.0,1617.0,2016-01-01 00:00:00,2016-12-31,,10366.0,6713514.0,1.0,4332919.0,2132818.0,26359623.0,4.0,4683946.0,66.0,4976664.0,4780973.0,,24156.0,29639061.0,233107000.0,,14836917.0,0.327643,76375928.0,-165651056.0,4789923.0,UT,3150.0,2016
ALTA VISTA REGIONAL HOSPITAL (320003),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,38.0,5787127.0,28549.0,150.52,1886.0,2016-09-01 00:00:00,2017-08-31,,3646.0,2530901.0,2.0,912327.0,530227.0,8867972.0,8.0,2135852.0,46.0,4722870.0,5388744.0,,16790.0,8847212.0,164220252.0,,54954242.0,0.13136,21571995.0,-19444893.0,2181377.0,NM,1007.0,2016
ALTON MEMORIAL HOSPITAL (140002),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,120.0,20748150.0,157840.0,693.48,10778.0,2016-01-01 00:00:00,2016-12-31,,23898.0,7384429.0,1.0,6090567.0,4194500.0,43617503.0,12.0,13067886.0,132.0,23425375.0,8926003.0,,48312.0,40782612.0,485104119.0,,80848205.0,0.237053,114995578.0,10167453.0,12890031.0,IL,6838.0,2016
ALTON MENTAL HEALTH CENTER (144016),Psychiatric,Governmental-State,,24.0,,,257.7,234.0,2016-07-01 00:00:00,2017-06-30,,5487.0,,1.0,,,18503477.0,,-1119.0,24.0,,,,8760.0,8368771.0,441390.0,,,82.815023,36553723.0,,27082.0,IL,55.0,2016
ALTOONA REGIONAL HEALTH SYSTEM (390073),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,302.0,63918897.0,-568336.0,2090.08,29514.0,2016-07-01 00:00:00,2017-06-30,,90701.0,17177437.0,1.0,8432300.0,4539013.0,134947380.0,33.0,22084363.0,343.0,69973951.0,41376280.0,30.89,123772.0,121140640.0,1478508775.0,,249126708.0,0.213344,315431579.0,13770786.0,23223728.0,PA,18524.0,2016
ALTRU HEALTH SYSTEM-ALTRU HOSPITAL (350019),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,227.0,60881873.0,151686.0,3195.6,26238.0,2016-01-01 00:00:00,2016-12-31,,55442.0,16584609.0,1.0,6519508.0,1396594.0,272155361.0,16.0,43192652.0,253.0,64829390.0,46953363.0,31.11,92598.0,153962804.0,1199888434.0,,112927880.0,0.306109,367297142.0,262658959.0,43613054.0,ND,13837.0,2016
ALTUS BAYTOWN HOSPITAL (670109),General Short Term (Acute Care Hospitals),Proprietary-Partnership,,,,,,,2016-01-01 00:00:00,2016-12-31,,,,,,,,,,,,,,,,,,,,,,,TX,,2016
ALVARADO HOSPITAL MEDICAL CENTER (050757),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,226.0,26359928.0,-23448.0,635.98,7506.0,2016-01-01 00:00:00,2016-12-31,,24677.0,1043262.0,1.0,438813.0,73672.0,48328237.0,28.0,4867863.0,254.0,29088212.0,19329004.0,,92964.0,46409437.0,569210737.0,,157914386.0,0.198613,113052651.0,142979075.0,4699748.0,CA,5486.0,2016
ALVARADO PARKWAY INSTITUTE (054075),Psychiatric,Proprietary-Corporation,,66.0,,,240.56,10456.0,2016-01-01 00:00:00,2016-12-31,,22347.0,,1.0,,,13681127.0,,7794110.0,66.0,,,,24156.0,,85369716.0,,,,22947034.0,8029771.0,7189689.0,CA,2317.0,2016
AMEND CENTERPOINT MEDICAL CENTER (260095),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,141.0,38514768.0,21268.0,1113.61,20498.0,2016-04-01 00:00:00,2017-03-31,,63984.0,30886817.0,1.0,19593963.0,15531987.0,71732208.0,40.0,11758389.0,217.0,43718614.0,34940687.0,0.09,79205.0,75363574.0,1896906360.0,,213294336.0,0.120443,228469787.0,166988124.0,11813439.0,MO,15404.0,2016
AMERICAN FORK HOSPITAL (460023),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,73.0,6322264.0,-25590.0,646.66,2426.0,2016-01-01 00:00:00,2016-12-31,,20769.0,6355611.0,1.0,4486711.0,2354049.0,38395607.0,18.0,4987866.0,91.0,7354286.0,8530326.0,,33275.0,43032550.0,309668014.0,,24784911.0,0.335491,103890807.0,2357787.0,5093918.0,UT,6271.0,2016
AMERICAN ONCOLOGIC HOSPITAL (390196),Cancer (Acute Care Hospitals),Voluntary Nonprofit-Other,,92.0,,,1040.0,9043.0,2016-07-01 00:00:00,2017-06-30,,22914.0,,1.0,,,86347054.0,8.0,60871950.0,100.0,,,,36500.0,,1609869315.0,0.91,,,264911480.0,136370161.0,54340351.0,PA,4210.0,2016
AMERY REGIONAL MEDICAL CENTER (521308),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,25.0,,,295.4,1484.0,2016-01-01 00:00:00,2016-12-31,,2465.0,1959594.0,2.0,1455375.0,449233.0,18729433.0,,10275426.0,25.0,,1943456.0,,9150.0,,79746529.0,,5498902.0,0.568188,45311022.0,34202432.0,9123764.0,WI,826.0,2016
ANAHEIM GLOBAL MEDICAL CENTER (050744),General Short Term (Acute Care Hospitals),Proprietary-Corporation,26319.0,81.0,2915690.0,-12256.0,367.4,687.0,2016-04-01 00:00:00,2016-08-31,,7871.0,4563256.0,1.0,1258499.0,76113.0,15301497.0,22.0,1098723.0,103.0,3216830.0,9856417.0,,15759.0,11950862.0,116524993.0,,55112523.0,0.25908,30189299.0,8423209.0,1085995.0,CA,1105.0,2016
ANAHEIM GLOBAL MEDICAL CENTER (050744),General Short Term (Acute Care Hospitals),Proprietary-Corporation,4210.0,81.0,6105555.0,-25130.0,381.7,1746.0,2016-09-01 00:00:00,2017-08-31,,18466.0,8164669.0,1.0,2570067.0,366477.0,38337867.0,22.0,2163978.0,103.0,6548188.0,26099573.0,,37595.0,30400174.0,291137004.0,,129918932.0,0.266094,77469716.0,10797070.0,2192406.0,CA,2652.0,2016
ANAHEIM REGIONAL MEDICAL CENTER (050226),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,180.0,31812621.0,-65902.0,872.31,13161.0,2016-07-01 00:00:00,2017-06-30,,49634.0,11979486.0,1.0,2322104.0,367347.0,80289409.0,32.0,5772108.0,223.0,34832998.0,45220437.0,,81395.0,82907558.0,1351868043.0,,439399620.0,0.13929,188301119.0,26281594.0,5759060.0,CA,10698.0,2016
ANCORA PSYCHIATRIC HOSPITAL (314005),Psychiatric,Governmental-State,,515.0,,,1692.0,2718.0,2016-07-01 00:00:00,2017-06-30,,143585.0,,1.0,,,91723142.0,,1778547.0,515.0,,,,187975.0,90418800.0,1389285.0,,,,147241165.0,,4032839.0,NJ,292.0,2016
ANDALUSIA REGIONAL HOSPITAL (010036),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,80.0,8092820.0,24177.0,240.98,5647.0,2016-04-01 00:00:00,2017-03-31,,10986.0,13377612.0,2.0,1883247.0,4978.0,12938560.0,8.0,3971761.0,88.0,9478941.0,2879941.0,,32120.0,12014588.0,241547656.0,,39282868.0,0.131189,31688351.0,-20262213.0,3860434.0,AL,3107.0,2016
ANDERSON COUNTY HOSPITAL (171316),Critical Access Hospitals,Voluntary Nonprofit-Other,,12.0,,,149.25,1545.0,2016-01-01 00:00:00,2016-12-31,,1701.0,1009878.0,2.0,956576.0,343872.0,9336746.0,,4583931.0,12.0,,2084358.0,,4392.0,,32828481.0,,3135181.0,0.748751,24580352.0,6009160.0,4537658.0,KS,98.0,2016
ANDERSON HOSPITAL (140289),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,106.0,16922476.0,-76275.0,911.87,9519.0,2016-01-01 00:00:00,2016-12-31,,27905.0,6234400.0,1.0,4954982.0,3430850.0,51603783.0,24.0,7946263.0,130.0,19379496.0,8332999.0,,47580.0,53022015.0,472330649.0,,15119088.0,0.232514,109823508.0,73634657.0,7921569.0,IL,8648.0,2016
ANDERSON REGIONAL MED CTR-SOUTH CAMP (250081),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,33.0,,,122.82,5105.0,2015-10-01 00:00:00,2016-09-30,,5944.0,721177.0,2.0,353077.0,100665.0,7902389.0,,3154803.0,33.0,2.0,1425979.0,,12078.0,7596250.0,57995030.0,,5043716.0,0.429293,24896834.0,284079.0,3219342.0,MS,1.0,2016
ANDROSCOGGIN VALLEY HOSPITAL (301310),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,25.0,,,309.59,3033.0,2016-01-01 00:00:00,2016-09-30,,4330.0,1475530.0,2.0,1445184.0,711306.0,16984238.0,,7120996.0,25.0,,3901260.0,,6850.0,,61427078.0,,8113885.0,0.55235,33929250.0,40785776.0,6175118.0,NH,1054.0,2016
ANGEL MEDICAL CENTER (341326),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,20.0,,,276.12,3450.0,2015-10-01 00:00:00,2016-09-30,,6999.0,11185309.0,2.0,5208375.0,1943083.0,15644517.0,5.0,4861115.0,25.0,,5825501.0,,9150.0,,169703774.0,,21762650.0,0.313272,53163414.0,14098332.0,4138937.0,NC,1963.0,2016
ANIMAS SURGICAL HOSPITAL (060117),General Short Term (Acute Care Hospitals),Proprietary-Partnership,,12.0,2695562.0,14575.0,110.33,551.0,2016-01-01 00:00:00,2016-12-31,,978.0,1304375.0,2.0,444590.0,125612.0,8098230.0,,3739279.0,12.0,3085352.0,1750879.0,,4392.0,7315002.0,99924702.0,,11212257.0,0.244545,24436131.0,5626817.0,3814730.0,CO,512.0,2016
ANMED HEALTH (420027),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,319.0,61352187.0,-31409.0,3126.6,33053.0,2016-01-01 00:00:00,2016-12-31,,81289.0,91913862.0,1.0,30438292.0,14306873.0,209377061.0,25.0,31819725.0,359.0,68836758.0,36398571.0,34.13,131394.0,134825367.0,1885431734.0,,205534017.0,0.171083,322565351.0,359906746.0,31784310.0,SC,18753.0,2016
ANMED HEALTH REHABILITATION HOSPITAL (423029),Rehabilitation,Proprietary-Partnership,,60.0,,,165.83,14542.0,2016-01-01 00:00:00,2016-12-31,,17656.0,,1.0,,,8806426.0,,,60.0,,,,21960.0,8747989.0,35421798.0,,,,15499626.0,8900556.0,,SC,1471.0,2016
ANN & ROBERT H. LURIE CHILDRENS HOS (143300),Childrens,Voluntary Nonprofit-Other,,120.0,,,3796.3,354.0,2016-09-01 00:00:00,2017-08-31,,79795.0,,1.0,,,330791894.0,40.0,809205.0,240.0,,,239.99,102798.0,,2119874120.0,,,,574410990.0,661389133.0,817561.0,IL,12546.0,2016
